Count,Street Address,City,State,Zip,Status,Category,Summary,Description,Created Date,Closed Date,Days to Acknowledged,Days to Closed,Reported Via Mobile App,Report ID
"1","155 6th Street","Chelsea","MA","2150","Archived","Other","Other","Good Afternoon, It looks like someone hit the fence over night when merging onto Route 1. Do you happen to know if this is a city fence? Or should One North be fixing this issue? Thank you!","2017-05-26","05/26/2017","0","0.0694","No","3442756"
"1","39 Heard Street","Chelsea","MA","2150","Archived","Other","Other","This has to do with 39 Heard Street blowing sump pump water all over the sidewalk. Quite some time ago, I reported this as 31 Heard Street and the problem was addressed. They are now hiding the pump pipe under mulch on Eden St. side and it Blows right at you feet when walking. Messy on the shoes!!!!! Uncomfortable wet legs and pants and feet.","2017-05-26","08/15/2017","0.1326","81.2924","No","3442593"
"1","103 Heard St","Chelsea","MA","2150","Archived","On-street Parking Issues","On-street Parking Issues","Residents painting their own parking spot lines.","2017-05-31","06/01/2017","0.1035","1.2535","Yes","3453068"
"1","LAMBERT AVENUE","Chelsea","MA","2150","Archived","Pothole","Pothole","There is a pothole at the beginning of the street, actually its..Sagamore & lambert Ave. It's starting to get bigger.","2017-05-30","06/01/2017","0.0778","2.2771","No","3449256"
"1","195 Broadway","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","0","2017-05-31","06/01/2017","0","0.9528","Yes","3454702"
"1","141 Central Avenue","Chelsea","MA","2150","Archived","Other","Signal lights.","The signal light outside the one stop liquor has a burnt out yellow","2017-05-30","10/24/2017","93.6889","146.7028","No","3450763"
"1","94 Auburn Street","Chelsea","MA","2150","Archived","Trash on Private Property","Trash on Private Property","thwre is tv in this parking lot","2017-06-02","06/06/2017","1.6979","3.8986","Yes","3460575"
"1","27 Chestnut Street","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","0","2017-06-02","06/12/2017","1.7035","9.8","Yes","3460542"
"1","162-164 Bellingham Street","Chelsea","MA","2150","Archived","Overgrown vegetation on Private property","Overgrown vegetation on Private property","This Property is been a Blighted in this neighborhood for some time now. any updates with this land?","2017-06-02","06/06/2017","0.7132","3.8632","Yes","3460694"
"1","132-138 Beacon Street","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","0","2017-06-02","06/05/2017","1.6979","2.9569","Yes","3460582"
"1","8 High Street","Chelsea","MA","2150","Archived","Other","Other","rubber in the park is worn-out.","2017-06-02","06/03/2017","0","0.7431","Yes","3460595"
"1","100 Broadway","Chelsea","MA","2150","Archived","Other","Other","light post needs cover . there are expose electrical wires.","2017-06-02","06/06/2017","1.6861","3.8792","Yes","3460635"
"1","66 murray st","Chelsea","MA","2150","Archived","Other","The Dog Barking Is Too Loud Over Here !","The Dog Barking Is Too Loud Over Here ! Since we got new neighbors the past year We don't blame the dogs for barking at all, they are just being dogs.We do blame the owners of there Pets for allowing their tenant to create this nuisance. We do blame the owner of the pet for not containing the noise,and We do blame the CPD for not putting a stop the issue","2017-06-08","06/16/2017","0.2194","8.0965","No","3474313"
"1","Adamski Memorial Highway & U.S. 1 & Northeast Expressway","Chelsea","MA","2150","Archived","Pothole","Pothole","The Revere beach/Chelsea exit ramp (US 1 North) has been in real bad shape for years! please look into repaving the ramp. it is ruining our vehicles.","2017-06-08","06/09/2017","0","0.5674","Yes","3475469"
"1","140-144 Washington Ave","Chelsea","MA","2150","Archived","Snow Removal Issues in front of Business","Snow Removal Issues in front of Business","No shoveling or salt thrown in front of park.","2017-06-09","06/09/2017","0","0.0743","Yes","3476200"
"1","8 Forsyth St","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","Rugs left on street","2017-06-09","06/09/2017","0.0743","0.1813","Yes","3476201"
"1","175 Cottage ASt","Chelsea","MA","2150","Archived","Pothole","Pothole","Concerned Tenant - Millcreek Condo - Pot Hole There's a HUGE Pot Hole a bit away from the main entrance of The Mill Creek Condominiums. I do understand that the street was recently paved. There's gravel all over the place from the pot hole. Thanks!","2017-06-09","06/12/2017","0.7979","2.9389","No","3477799"
"1","1-11 3rd Street","Chelsea","MA","2150","Archived","Other","Other","a bad smell is coming out of this pipe.","2017-06-09","06/21/2017","0.6653","11.6882","Yes","3478257"
"1","439 Broadway","Chelsea","MA","2150","Archived","Other","Other","0","2017-06-09","06/10/2017","0","0.675","Yes","3478225"
"1","18-30 4th Street","Chelsea","MA","2150","Archived","Graffiti on Public Property","Graffiti on Public Property","0","2017-06-09","06/12/2017","0.6722","2.8063","Yes","3478235"
"1","267-275 Broadway","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti on Private Property","0","2017-06-09","06/21/2017","0.666","11.6993","Yes","3478255"
"1","48 4th Street","Chelsea","MA","2150","Archived","Overgrown vegetation on Public Property","Overgrown vegetation on Public Property","0","2017-06-09","06/20/2017","0.6563","10.5882","Yes","3478277"
"1","175 Cottage St","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","Tripping hazard","2017-06-09","06/10/2017","0","0.7938","Yes","3477823"
"1","98 Addison St","Chelsea","MA","2150","Archived","Pothole","Pothole","The place that was patched up after the fix part of a water pipe on Addison street is caving in a becoming a big pot hole now. Hope it can get patched up so my house stops shaking when cars run over it.","2017-06-12","06/14/2017","0.1431","2.2118","Yes","3481668"
"1","100-298 Poplar St","Chelsea","MA","2150","Archived","Overgrown vegetation on Private property","Overgrown vegetation on Private property","0","2017-06-09","09/12/2017","0.6486","94.8826","Yes","3478298"
"1","214 Poplar Street","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti on Private Property","0","2017-06-09","09/08/2017","0.6479","90.9146","Yes","3478302"
"1","28-34 5th St","Chelsea","MA","2150","Archived","Overgrown vegetation on Private property","Overgrown vegetation on Private property","Overgrown vegetation on Salvation Army property","2017-06-09","06/15/2017","0.6507","6.0236","Yes","3478292"
"1","1-11 6th Street","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","0","2017-06-09","06/10/2017","0","0.6479","Yes","3478309"
"1","15 Beacon Place","Chelsea","MA","2150","Archived","Code Enforcement Issues -- Private Property","15 Beacon Place","There is a broken window out back. The back door has been kicked in. The place is a mess. They started construction 2 months ago and them suddenly stopped. This place is a mess. No permits displayed, either.","2017-06-13","08/09/2017","13.0285","57.0431","No","3484490"
"1","47 Tremont St","Chelsea","MA","2150","Archived","Other","Water fountain","The water has not been turned on in the fountain in Polonia park","2017-06-12","06/19/2017","0.0194","6.6035","Yes","3483913"
"1","185-195 Cottage St","Chelsea","MA","2150","Archived","Pothole","Pothole","Pothole on cottage street","2017-06-13","06/20/2017","0.6715","6.7785","Yes","3486834"
"1","1100 Revere Beach Parkway","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti on Private Property - Save-A-Lot","Someone has tagged the side of the Save-a-Lot over the weekend.","2017-06-12","08/14/2017","0.2063","62.9785","Yes","3483191"
"1","435 Broadway","Chelsea","MA","2150","Archived","Rats/Vermin","Rats/Vermin","Rat hole at Bunker Hill CC Bellingham","2017-06-13","06/21/2017","1.0771","8.0875","Yes","3484694"
"1","78-90 Breakwater Dr","Chelsea","MA","2150","Archived","Other","Widow Maker","Dangling tree branch- reported months ago to DCR- said they were waiting for truck. Trucks came and went. Large tree just beyond Willow, near empty picnic paved pad.","2017-06-15","06/15/2017","0","0.0111","Yes","3492490"
"1","16 Front Street Chelsea","Chelsea","MA","2150","Archived","On-street Parking Issues","On-street Parking Issues","People are bringing chairs, strollers etc. out on to front street and blocking parking. Specifically in the evenings. This has been a regular issue. Private property (chairs, hammock etc.) has return to the end of the street, also blocking the some the road.","2017-06-13","06/21/2017","5.7556","7.8667","No","3486917"
"1","152 Central Avenue","Chelsea","MA","2150","Archived","Overgrown vegetation on Public Property","Tree branches","There's a tree outside 152 Central ave and the branches are starting to hit my window up on the second floor. I was wondering if DPW could come by and cut down a few of the branches","2017-06-15","06/20/2017","0.0069","4.5701","No","3492509"
"1","123/125 Chestnut St -behind on Cherry Street","Chelsea","MA","2150","Archived","Trash on Private Property","Trash on Private Property","Doesn't look like things have improved in this location. This is what I found here last night.","2017-06-14","08/09/2017","0.1069","56.0201","No","3487612"
"1","384-390 Washington Avenue","Chelsea","MA","2150","Archived","Street signs","Street signs","0","2017-06-15","06/16/2017","0.1243","0.6979","Yes","3492170"
"1","349 Broadway","Chelsea","MA","2150","Archived","Graffiti on Public Property","Graffiti on Public Property","Illegal ads","2017-06-15","06/15/2017","0","0.1507","Yes","3490558"
"1","130 Washington Avenue","Chelsea","MA","2150","Archived","Trash on Private Property","Trash on Private Property","construction debris, food trash, beer bottles, etc. This definitely attracts rats and rodents","2017-06-14","06/21/2017","0.0403","7.0639","Yes","3487911"
"1","205 Spencer Ave","Chelsea","MA","2150","Archived","Other","Shopping cart","Two shopping carts in front of Spencer Row.","2017-06-20","06/21/2017","0","0.6035","Yes","3503305"
"1","165 Cottage St","Chelsea","MA","2150","Archived","Pothole","Pothole","Huge Pothole ab it before the entrance to Millcreek Condo Complex This has been reported numerous of times,","2017-06-19","06/20/2017","0.2306","1.1868","No","3497932"
"1","45 Washington Ave","Chelsea","MA","2150","Archived","Other","Test","Ggffffffffff","2017-06-19","06/19/2017","0.0007","0.0021","No","3498807"
"1","8 Forsyth St","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","Illegal dumping on sidewalk. Suspect: tenant at 177 WASHINGTON Ave# 2.","2017-06-18","06/19/2017","0","1.1646","Yes","3496572"
"1","23 Crescent Ave","Chelsea","MA","2150","Archived","Other","Hazardous roadway.","Crescent St was dug up then back filled with rubble. It's now scattered all over the roadway. Rocks could pop tires and create a dangerous situation for two wheeled vehicles.","2017-06-16","06/21/2017","0.0764","5.1597","Yes","3494079"
"1","60-62 Grove Street","Chelsea","MA","2150","Archived","Other","Other","0","2017-06-23","06/26/2017","2.5896","2.8597","Yes","3511684"
"1","104 Marlborough Street","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","0","2017-06-23","07/24/2017","2.5667","30.841","Yes","3511744"
"1","1-1099 Justin Dr","Chelsea","MA","2150","Archived","Trash on Private Property","Trash on Private Property","0","2017-06-21","07/03/2017","0.0132","11.8549","No","3505754"
"1","100 Marlborough Street","Chelsea","MA","2150","Archived","Other","Other","satellite dish falling","2017-06-23","07/03/2017","2.5639","9.716","Yes","3511748"
"1","113 Grove Street","Chelsea","MA","2150","Archived","Street signs","Street signs","sign is missing","2017-06-23","06/26/2017","2.5833","2.8625","Yes","3511702"
"1","84-86 Washington Avenue","Chelsea","MA","2150","Archived","Traffic (speeding, wrong way drivers, cross walks)","Street Lines Repainting","I understand Chelsea will be painting street lines at various locations this summer but is it possible to redo the lines on Washington Ave between Heard and Blossom.","2017-06-22","08/18/2017","0.066","57.0257","Yes","3508380"
"1","26 Marlborough Street","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","tv with no Sticker for pick up","2017-06-23","06/26/2017","2.5556","2.8292","Yes","3511758"
"1","Lambert avenue","Chelsea","MA","2150","Archived","Other","Parking on sidewalk","This car is completely parked on the sidewalk. We have to walk around the car. The house it is parked infront of ""claims"" not to know the owner. This car should be ticketed or towed. This street had alot of foot traffic which include little kids.","2017-06-26","06/27/2017","0","1.0826","No","3514747"
"1","77 Essex Street","Chelsea","MA","2150","Archived","Code Enforcement Issues -- Private Property","Code Enforcement Issues -- Private Property","2nd floor repair no work order and noise so early 5:30 am","2017-06-24","07/03/2017","1.634","8.7882","Yes","3512805"
"1","81-91 Washington Ave","Chelsea","MA","2150","Archived","Code Enforcement Issues -- Private Property","Code Enforcement Issues -- Private Property","This sticker has no info. How do I know it is real? Is this how the city issues them?","2017-06-27","08/15/2017","0.0069","49.0771","Yes","3517946"
"1","98 Addison St","Chelsea","MA","2150","Archived","Pothole","Pothole","Where they fix a water pipe and repaved is now dipped the road and it's a huge bump. Needs to paved again","2017-06-26","07/05/2017","0.0146","9.3681","Yes","3514708"
"1","79 Gerrish Ave","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","Lots of trash in box district park. This park is too pretty to be overrun by trash.","2017-06-27","06/27/2017","0.0382","0.3028","Yes","3517915"
"1","53-81 Stockton Street","Chelsea","MA","2150","Archived","Other","Other","there are a lot of pebbles in the rubber of the Playground. Please clean so kids don’t get hurt, if they fall.","2017-06-28","06/29/2017","0.5451","0.5507","Yes","3523292"
"1","31 Congress Ave","Chelsea","MA","2150","Archived","Dead Animal (on Public Property)","Dead Animal (on Public Property)","Two dead rats on the corner of hawthorne and park intersection.","2017-06-29","06/29/2017","0.0201","0.2833","Yes","3524032"
"1","8-12 Clark Ave","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","Will there be trash pickup today?","2017-06-29","06/29/2017","0","0.016","Yes","3524056"
"1","172-176 Clark Avenue","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti on Private Property","0","2017-06-28","07/07/2017","0.0139","8.9549","Yes","3521356"
"1","53-81 Stockton Street","Chelsea","MA","2150","Archived","Other","Other","there are a lot of pebbles in the rubber of the Playground. Please clean so kids don’t get hurt, if they fall.","2017-06-28","06/29/2017","0.0035","0.9326","Yes","3521411"
"1","1100 Revere Beach Parkway","Chelsea","MA","2150","Archived","Trash on Private Property","Illegal Dumping","Unfortunatly, people have begun using the Save-A-Lot side of Chelsea Common as a dumping ground. There are still people who believe donation are being picked up at the former location but people are now using the side and rear of Save-A-Lot to dump unwanted items.","2017-06-27","06/29/2017","0.1042","2.0944","Yes","3518980"
"1","US-1","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","Trash everywhere on parking lot 5th street parking lot","2017-06-28","06/29/2017","0.0778","0.809","No","3522233"
"1","201-231 Arlington Street","Chelsea","MA","2150","Archived","Graffiti on Public Property","Graffiti on Public Property","0","2017-06-30","07/14/2017","2.6653","13.6701","Yes","3528633"
"1","200 Poplar Street","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti on Private Property","0","2017-06-30","07/03/2017","2.6569","2.7354","Yes","3528661"
"1","131 Walnut Street","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","0","2017-06-30","07/24/2017","2.6444","23.8389","Yes","3528683"
"1","92 Addison St","Chelsea","MA","2150","Archived","Dead Animal (on Public Property)","Dead Animal (on Public Property)","0","2017-06-30","06/30/2017","0.0938","0.2306","Yes","3527099"
"1","173 Walnut Street","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti on Private Property","0","2017-06-30","07/07/2017","2.6493","6.5757","Yes","3528677"
"1","181A Washington Ave","Chelsea","MA","2150","Archived","Graffiti on Public Property","Graffiti on Public Property","Graffiti on 3 sides of the big belly","2017-06-30","06/30/2017","0.034","0.2667","Yes","3527006"
"1","Broadway","Chelsea","MA","2150","Archived","Street lights","Street lights","The lights between second street and cross street are not on at 6:30 it is now dark at that time and I walk at that time to get the bus to go to work. It is dark and the opportunity for one of the many homeless and predators that roam in that area to approach and harm someone is 100% for the safety of myself and many others that go to work at that time we should feel safe. It they are on a timer it should be changed with the time changes","2016-10-20","10/21/2016","0.0264","0.9771","No","3014545"
"1","186 Broadway","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti on Private Property","I had reported Grafitti on the building on broadway and the ticket was closed incorrectly! The Graffiti was NEVER cleaned up; i wish tickets were NOT CLOSED if the issue has NOT BEEN TAKEN CARE OF...","2016-11-16","11/30/2016","0.0326","13.7951","No","3060925"
"1","234 broadway","Chelsea","MA","2150","Archived","Rats/Vermin","Rats/Vermin","Rats are everywhere. Worse than ever. They are out and running around during the day. Over 30 years here and I've never seen it like this. We had one in out door way 3 weeks ago. And another running around in the middle of broadway. Its become commonplace to see them dead on sidewalks and streets.","2016-12-18","12/20/2016","0","1.8333","No","3107905"
"1","210/212 Webster Ave","Chelsea","MA","2150","Archived","Other","Other","Noticed that a tree was cut down on City-Owned Sidewalk. :Like Revere it seems the City does Not Replace these trees? Should be AUTOMATIC. Noticed same issue Many Other places in Chelsea. Trees give Oxygen while Sucking Up Carbon Dioxides. SHOULD be a no-brainer. Simple things like this AND constant Ticketing of BAD Landlords are a Quality of Life Issue.","2016-08-26","10/14/2016","0","48.8653","No","2840480"
"1","81 Broadway","Chelsea","MA","2150","Archived","On-street Parking Issues","On-street Parking Issues","Please paint lines on the street to demarcate parking spots per car. This would be extremely helpful in optimizing space for the neighborhood as it gets more crowded.","2017-03-29","03/30/2017","0","1.3188","No","3301063"
"1","120 Broadway","Chelsea","MA","2150","Archived","Pothole","Pothole","Sink Hole it needs repairs.","2017-05-22","05/22/2017","0.0097","0.3049","No","3430341"
"1","122-164 Division St","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti on Private Property","Graffiti","2017-06-09","08/14/2017","0.6708","65.8389","Yes","3478244"
"1","212 Poplar Street","Chelsea","MA","2150","Archived","Overgrown vegetation on Private property","Overgrown vegetation on Private property","0","2017-06-09","06/21/2017","0.6493","11.6729","Yes","3478299"
"1","Adamski Memorial Hwy & US-1 & Revere Beach Pkwy","Chelsea","MA","2150","Archived","Code Enforcement Issues -- Private Property","Code Enforcement Issues -- Private Property","The lot next to (to the left if looking at front of building) 167 revere beach parkway is so overgrown that there are homeless people living in tents on the property hanging laundry and using and dealing drugs. There are random people going in and out from the property at all Times of the day and night.","2017-06-14","06/16/2017","0.0056","2.1604","Yes","3488091"
"1","850 Broadway","Chelsea","MA","2150","Archived","Graffiti on Public Property","Graffiti on Public Property","on the bus stop thank you","2017-06-17","08/14/2017","1.6111","57.5389","Yes","3496492"
"1","1-9 Williams St","Chelsea","MA","2150","Archived","Other","Traffic demarcations.","Please correct or enhance traffic demarcations on Williams St heading toward Marginal St/bridge. Prior to road work there was an indicated ""right only lane"" and I believe a wider passage on the side of the Inspectorate bldg. Also there is a large mound/ divot of asphalt in the left lane which is dangerous. To cyclists and motorcycles. Thanks for your attention to this matter.","2016-07-20","10/25/2016","0","96.8861","Yes","2715280"
"1","Chestnut st","Chelsea","MA","2150","Archived","Other","parking in chestnut parking lot and risk of damaged cars","This past year, parking has become a problem in the chestnut public parking lot. Chelsea is becoming a hassle to park in . Trucks and vans taking up two spaces at a time. Unmoved cars left there to take space away from others who need it. Suspicious people hiding behind the trees at night and even sometimes in the morning makes it unsafe. They will damage cars and leave trash behind constantly. This parking lot should be limited to only residents of Chelsea at all times. Camera and signs should be put in place to detour crime in the parking lot. With all the new development in Chelsea, please consider constructing garages for the future growth population in Chelsea. We are to small a city as is.","2016-09-01","11/07/2016","0","66.8806","No","2861724"
"1","Across from 90 watts st- chelsea housing","Chelsea","MA","2150","Archived","Other","Other","Tree needs to be trimmed badley-growing across the st-and around the wires-its the only tree not trimmed","2016-10-05","10/31/2016","0","25.6674","No","2971563"
"1","266 Broadway","Chelsea","MA","2150","Archived","Street signs","Street signs","Hello: I'm sure, that I'm not the first to report this. Sorry if I am. I noticed a new electronic sign at the intersection of 3rd St. & Broadway. It tells drivers that the drawbridge ahead is up. The problem is that the sign is incorrect. The only bridge ""ahead"" is the bridge that connects Pearl St. Chelsea with Meridian St. East Boston. The sign says ""Chelsea St. Bridge."" That bridge is nowhere near this sign. I understand the thought process in putting up this sign and it's a great idea. Why is it wrong? Please replace the printed message board on the front. Whoever, put it in didn't consider that it's message is going to drivers who need to know about an entirely different bridge. Thank You.","2017-01-16","01/18/2017","0.7646","1.9194","No","3151612"
"1","165 Cottage St","Chelsea","MA","2150","Archived","Snow Removal Issues in front of Private Property","Snow Removal Issues in front of Private Property","This is to report snow removal issues on the street itself, not for the sidewalks. The sidewalks are fine. Please plow/ salt Cottage St. It is currently a one way street at the top and bottom due to the lack of snow removal from yesterday's storm. Thank you","2017-02-10","02/13/2017","0","2.8021","No","3200851"
"1","1-99 Silk Street","Chelsea","MA","2150","Archived","Rats/Vermin","Rats/Vermin","dead","2017-02-25","02/27/2017","1.709","1.7097","Yes","3232903"
"1","34 Hillside Avenue","Chelsea","MA","2150","Archived","Other","storm drain","a catch basin needs to cleaned out","2017-03-28","03/29/2017","0","0.8688","Yes","3297882"
"1","26 Everett Avenue","Chelsea","MA","2150","Archived","Pothole","Pothole","This is not a pothole, but yet another depression on the road. This is on Everett Ave on the Tobin Bridge's overpass. This depression is linked to a major hole that came up last year and some emergency work was done; depression needs to be fixed.","2017-04-24","04/25/2017","0.2708","0.9396","No","3360513"
"1","412 Eastern Ave","Chelsea","MA","2150","Archived","Other","Shopping Carts in front of elementary school","0","2017-05-05","05/08/2017","0.8076","2.6007","Yes","3391408"
"1","109 Beacon Street","Chelsea","MA","2150","Archived","Rats/Vermin","Rats/Vermin","The rats have been running rempant thru the area. There have even been seen 2 dead rats that have been hit by cars. I have applied to have my house with bate boxes which I have not seen and it seems that noting is been done. Even the police have mentioned that they have even seen them when they were looking for someone in the area for a robbery. I'm sure that other residents have been complaining. Something needs to be done soon in this area.","2017-05-07","05/12/2017","1.0021","4.9715","No","3394141"
"1","Cherry St","Chelsea","MA","2150","Archived","Rats/Vermin","Rats/Vermin","Looks like a rat hole here.","2017-05-11","05/17/2017","4.3014","6.1833","No","3404724"
"1","65-71 Chestnut St","Chelsea","MA","2150","Archived","Business Impacts in Neighborhoods","Business Impacts in Neighborhoods","Trash from liquor store all over again, nips on my yard (which I've now cleared up) but nips still on other places of this block on Chestnut Street . This pole located adjacent to Fernandez bros is stacked up with nips . Heavy fines are clearly needed , no more sweet talk from the city and inspectors since the owners clearly do not get the message!","2017-06-02","06/11/2017","0","8.8875","Yes","3459950"
"1","65-71 Chestnut Street","Chelsea","MA","2150","Archived","Business Impacts in Neighborhoods","Business Impacts in Neighborhoods","Now that it's summer people are out and about blasting their music especially frid-sun. Can you please look into having police officers walking around chestnut and Williams or have the businesses communicate with signage to please be Courteous to our neighbors? It also doesn't help that we're getting more planes then usual flying over. Many thanks.","2017-06-23","06/27/2017","2.525","3.4639","Yes","3511890"
"1","45 Washington Ave","Chelsea","MA","2150","Archived","Other","Guard rail broken","The guard rails in the city hall lot behind the small building with the antennas are broken, bent and twisted. They are sharp and ugly...someone could get hurt. The pole guard rails are all bent too. Maybe they should be painted better so people don't hit them so much.","2016-12-23","12/28/2016","0","5.2222","Yes","3115910"
"1","130 Washington Ave","Chelsea","MA","2150","Archived","Other","Owner urinating outside","Not sure how or where to report this, but the owners of 130 Washington Ave urinated in the backyard of their property in broad daylight. When confronted by a neighbor, the excuse the owner, who identified himself as Alex, provided was because they shut the water off in the building. His co-owner, who did not identify himself, said it was their property and they could do as they pleased. This property has been subject to other recent reports.","2016-12-31","01/02/2017","0","1.8618","Yes","3125900"
"1","Broadway and Everett ave","Chelsea","MA","2150","Archived","Snow Removal Issues in front of Business","Sidewalk conditions awful","Many business owners in the city fail to clean their sidewalks of snow but then complain that business is terrible. Something needs to be done about making these owners clean the sidewalks within a few hours of snowfall and not wait one to two days for it to melt","2016-12-17","12/19/2016","0","1.5743","No","3107354"
"1","180 central Avenue to willow st","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","This sidewalk from 180 central Avenue all the way to willow st needs to be repaired it's really bad.","2016-08-12","10/20/2016","3.9653","68.9694","Yes","2792550"
"1","11 Marginal Street","Chelsea","MA","2150","Archived","Street lights","Pedestrian Crossing Signal not Working","The pedestrian signal on marginal street, next to the auto shop is not working. I spent almost 15 mins and decided to cross because the signal never changed.","2016-08-17","09/13/2016","0.0028","26.9444","No","2808561"
"1","571 broadway","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti-Private Property","On 571 broadway in chelsea mass there is graffiti on the wall and I think it will need to be removed,enclosed is a picture of the graffiti,thank you.","2016-08-19","11/02/2016","40.1896","75.1653","Yes","2816314"
"1","Polonia Park Chelsea","Chelsea","MA","2150","Archived","Street lights","Street lights","Two of the 4 lights in Polonia Park have burned out... They are the ones in the back of the park .it has Become a good dark place for kids to Hang out and do drugs since most of us pretty much have given up going in there because of the chain link fence and the mud . We want our park back","2016-09-09","09/13/2016","3.5958","3.8819","Yes","2887493"
"1","Ferry St. & Tremont St","Chelsea","MA","2150","Archived","Other","Lights in Polonia Playground","For a few weeks the lights at Polonia Playground/Park have either not been turning on, or have been turning on very late at night long after dark. Three days ago I had to check on an elderly couple who were very upset after having to call the police about a group of young kids who were smoking and drinking in the darkness of the park, right on the playground equipment where the children play. Upon leaving the park I witnessed the entire group of kids directing racist, sexist, and agist remarks, and profanity, to this couple, who has lived in this neighborhood for many, many years. This is slowly becoming a problem for the neighborhood. Is it possilble to: (a) test and replace the light bulbs to be sure they're in working condition ASAP, and (b) reset the timers so the lights turn on much earlier, around 7 pm? Winter is coming and timers should be set earlier anyway to adjust for earlier sunset.","2016-09-13","09/29/2016","0","15.8549","No","2899367"
"1","Beacham","Chelsea","MA","2150","Archived","Other","Other - Street Condition","I live in Lynn and I drive through Chelsea and surrounding towns on my way to and from work in Charlestown. I have noticed the conditions of Beacham Street, Robin Street and Dexter Street all are extremely unkept. With the amount of traffic that is on those roads I suggest they get repaired. Worst three streets I've ever driven on!!!","2016-09-15","09/16/2016","0","0.484","No","2906552"
"1","74 Marlboro Street","Chelsea","MA","2150","Archived","Other","Vehicle Speeding","This a street that has children signs, slow down signs and drivers are ignoring this signs. I will like to know what we need to do to have speed bumps on this street. I have a 6 year old and he was walking to the bus stop anout to cross the street when a car came flying didn't even notice my child about to cross.","2016-09-21","09/28/2016","0","6.5333","No","2927062"
"1","255 central Avenue","Chelsea","MA","2150","Archived","Street lights","Street lights","255 central Avenue light pole 24 ,this light is out work again","2016-09-30","12/09/2016","13.7403","70.0917","Yes","2955393"
"1","100 Hawthorn Street Apt # 3","Chelsea","MA","2150","Archived","Other","Content blocked by rejections","Content blocked by rejections","2016-10-12","11/07/2016","19.0146","26.1431","No","2991059"
"1","190 Everett Avenue","Chelsea","MA","2150","Archived","Graffiti on Private Property","graffiti","There is graffiti all over the building wall","2016-10-13","11/07/2016","0","24.975","Yes","2994810"
"1","117-155 Blossom St","Chelsea","MA","2150","Archived","On-street Parking Issues","On-street Parking Issues","Blossom Street between Maple and Carter Street does not have any signs posted on the odd side of the road saying ""no parking"". Due to the over population in this area vehicles are now parking on both sides of the street during the over night hours restricting access to any vehicle bigger than a Prius. This is a major safety concern and hope it is addressed asap before their is a fire.","2016-11-14","11/14/2016","0","0.2868","Yes","3055760"
"1","36 Auburn St","Chelsea","MA","2150","Archived","Street signs","Street signs","Can we please get ""road closed"" signs for Auburn St when they have the road closed with tractor trailers? I came down this morning and had to zig zag through the trailers parked on Auburn St. My little sedan was fine but a fire truck of ambulance will never fit.","2016-11-21","11/22/2016","0","0.3611","Yes","3069445"
"1","122 Washington Avenue","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","this building has its drain gutters pointed onto the sidewalk. This creates puddles and ice spots. These gutters used to drain into the mulch bed, now onto the sidewalk","2016-12-28","02/20/2017","0.0979","53.9993","Yes","3120623"
"1","69-89 Revere Beach Parkway","Chelsea","MA","2150","Archived","Pothole","Pothole","huge, deep, wheel-destroying","2016-12-31","01/02/2017","0","1.9882","Yes","3125739"
"1","846 Broadway","Chelsea","MA","2150","Archived","Street signs","MBTA Bus Sign Knocked Down","Walked through the area and noticed the bus stop sign has been knocked down.","2017-01-10","01/10/2017","0","0.2826","Yes","3140343"
